Wavenumbers,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,,,,,,,,,,
cm-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,
2389.371,-1.38E-04,-6.73E-07,-1.28E-05,-1.61E-05,5.69E-05,-4.33E-05,1.26E-05,-2.45E-05,1.99E-05,1.99E-05,-4.59E-05,-5.74E-05,-4.24E-05,-6.03E-05,2.58E-06,-2.30E-05,,,,,,,,,,
2389.853,-1.32E-04,3.14E-06,6.14E-06,-1.20E-06,6.53E-05,-3.95E-05,2.13E-05,-2.62E-05,2.03E-05,2.03E-05,-4.29E-05,-5.08E-05,-4.24E-05,-6.41E-05,-7.23E-07,-2.34E-05,,,,,,,,,,
2390.335,-1.24E-04,6.71E-06,2.75E-05,1.38E-05,6.92E-05,-3.78E-05,2.92E-05,-2.35E-05,1.70E-05,1.70E-05,-3.66E-05,-4.92E-05,-4.32E-05,-6.57E-05,-7.74E-06,-2.43E-05,,,,,,,,,,
2390.817,-1.16E-04,9.95E-06,4.71E-05,2.62E-05,6.74E-05,-3.84E-05,3.63E-05,-1.73E-05,1.02E-05,1.02E-05,-2.83E-05,-5.19E-05,-4.50E-05,-6.49E-05,-1.60E-05,-2.58E-05,,,,,,,,,,
2391.299,-1.09E-04,1.22E-05,6.11E-05,3.43E-05,6.06E-05,-4.07E-05,4.27E-05,-8.59E-06,1.28E-06,1.28E-06,-1.87E-05,-5.63E-05,-4.71E-05,-6.12E-05,-2.33E-05,-2.75E-05,,,,,,,,,,
2391.781,-1.03E-04,1.33E-05,6.79E-05,3.79E-05,5.10E-05,-4.36E-05,4.83E-05,1.41E-06,-7.88E-06,-7.88E-06,-9.02E-06,-5.99E-05,-4.91E-05,-5.43E-05,-2.78E-05,-2.94E-05,,,,,,,,,,
2392.264,-9.70E-05,1.28E-05,6.72E-05,3.79E-05,4.18E-05,-4.59E-05,5.34E-05,1.09E-05,-1.51E-05,-1.51E-05,4.58E-07,-5.99E-05,-5.01E-05,-4.42E-05,-2.91E-05,-3.11E-05,,,,,,,,,,
2392.746,-9.09E-05,1.07E-05,6.00E-05,3.62E-05,3.58E-05,-4.73E-05,5.75E-05,1.85E-05,-1.91E-05,-1.91E-05,9.34E-06,-5.55E-05,-5.00E-05,-3.22E-05,-2.84E-05,-3.22E-05,,,,,,,,,,
2393.228,-8.50E-05,7.27E-06,4.86E-05,3.48E-05,3.48E-05,-4.77E-05,6.06E-05,2.32E-05,-1.88E-05,-1.88E-05,1.73E-05,-4.66E-05,-4.89E-05,-1.98E-05,-2.67E-05,-3.24E-05,,,,,,,,,,
2393.71,-7.99E-05,2.97E-06,3.51E-05,3.48E-05,3.84E-05,-4.76E-05,6.18E-05,2.38E-05,-1.51E-05,-1.51E-05,2.41E-05,-3.52E-05,-4.79E-05,-9.61E-06,-2.63E-05,-3.19E-05,,,,,,,,,,
2394.192,-7.65E-05,-1.63E-06,2.12E-05,3.64E-05,4.50E-05,-4.73E-05,6.01E-05,2.05E-05,-9.20E-06,-9.20E-06,2.95E-05,-2.37E-05,-4.78E-05,-4.00E-06,-2.80E-05,-3.15E-05,,,,,,,,,,
2394.674,-7.57E-05,-5.97E-06,7.95E-06,3.82E-05,5.13E-05,-4.71E-05,5.46E-05,1.36E-05,-3.05E-06,-3.05E-06,3.28E-05,-1.49E-05,-4.99E-05,-4.79E-06,-3.24E-05,-3.21E-05,,,,,,,,,,
2395.156,-7.71E-05,-9.53E-06,-4.16E-06,3.85E-05,5.43E-05,-4.64E-05,4.47E-05,4.14E-06,1.59E-06,1.59E-06,3.37E-05,-1.08E-05,-5.49E-05,-1.21E-05,-3.87E-05,-3.49E-05,,,,,,,,,,
2395.638,-7.99E-05,-1.17E-05,-1.46E-05,3.62E-05,5.21E-05,-4.46E-05,3.08E-05,-6.60E-06,3.85E-06,3.85E-06,3.20E-05,-1.19E-05,-6.20E-05,-2.47E-05,-4.49E-05,-4.01E-05,,,,,,,,,,
2396.121,-8.19E-05,-1.23E-05,-2.32E-05,3.06E-05,4.45E-05,-4.10E-05,1.44E-05,-1.69E-05,3.67E-06,3.67E-06,2.76E-05,-1.73E-05,-7.06E-05,-3.98E-05,-4.91E-05,-4.71E-05,,,,,,,,,,
2396.603,-8.09E-05,-1.13E-05,-2.98E-05,2.21E-05,3.24E-05,-3.53E-05,-2.43E-06,-2.53E-05,1.37E-06,1.37E-06,2.12E-05,-2.55E-05,-7.85E-05,-5.39E-05,-4.97E-05,-5.42E-05,,,,,,,,,,
2397.085,-7.55E-05,-9.10E-06,-3.44E-05,1.20E-05,1.80E-05,-2.84E-05,-1.75E-05,-3.10E-05,-2.14E-06,-2.14E-06,1.31E-05,-3.38E-05,-8.38E-05,-6.41E-05,-4.65E-05,-5.89E-05,,,,,,,,,,
2397.567,-6.53E-05,-6.33E-06,-3.65E-05,2.18E-06,3.73E-06,-2.07E-05,-2.85E-05,-3.33E-05,-6.01E-06,-6.01E-06,4.69E-06,-3.98E-05,-8.45E-05,-6.80E-05,-3.97E-05,-5.94E-05,,,,,,,,,,
2398.049,-5.16E-05,-4.00E-06,-3.64E-05,-5.79E-06,-7.90E-06,-1.36E-05,-3.39E-05,-3.24E-05,-9.38E-06,-9.38E-06,-2.75E-06,-4.17E-05,-7.93E-05,-6.49E-05,-3.10E-05,-5.44E-05,,,,,,,,,,
2398.531,-3.61E-05,-2.44E-06,-3.33E-05,-1.04E-05,-1.50E-05,-7.60E-06,-3.30E-05,-2.83E-05,-1.14E-05,-1.14E-05,-7.75E-06,-3.82E-05,-6.75E-05,-5.48E-05,-2.18E-05,-4.41E-05,,,,,,,,,,
2399.013,-2.14E-05,-1.62E-06,-2.68E-05,-1.10E-05,-1.61E-05,-2.98E-06,-2.62E-05,-2.12E-05,-1.13E-05,-1.13E-05,-8.86E-06,-2.94E-05,-4.96E-05,-3.88E-05,-1.33E-05,-3.03E-05,,,,,,,,,,
2399.495,-9.23E-06,-8.96E-07,-1.60E-05,-7.19E-06,-1.07E-05,8.66E-07,-1.47E-05,-1.13E-05,-7.91E-06,-7.91E-06,-4.94E-06,-1.52E-05,-2.69E-05,-1.85E-05,-5.86E-06,-1.49E-05,,,,,,,,,,
2399.978,-3.08E-07,7.36E-07,-7.34E-07,9.30E-07,1.41E-06,4.48E-06,-1.01E-07,8.04E-07,-5.55E-07,-5.55E-07,4.27E-06,2.94E-06,-7.90E-07,3.78E-06,6.65E-07,-2.16E-07,,,,,,,,,,
